Timestamp,City,Solar_Irradiance_Wm2,Wind_Speed_mps,Temperature_C,Humidity_%,Cloud_Cover_%,Air_Pressure_hPa,Dew_Point_C,Estimated_Solar_Power_kW,Estimated_Wind_Power_kW,Day_of_Week,Season,Holiday_Indicator,Latitude,Longitude,Altitude_m
01-01-2024 00:00,Mumbai,374.5401188,2.718495992,21.90408473,78.90132872,6.900759261,968.283778,-9.227684796,0.074908024,0.00492212,Monday,Winter,0,19.076,72.8777,14
01-01-2024 01:00,Pune,950.7143064,0.997444011,12.75000877,52.99010172,94.07845205,1032.571095,24.38824453,0.190142861,0.000243126,Monday,Winter,0,18.5204,73.8567,560
01-01-2024 02:00,Nagpur,731.9939418,11.11680974,29.72569018,88.53734566,50.6920438,978.5707568,-6.985375133,0.146398788,0.336594181,Monday,Winter,0,21.1458,79.0882,310
01-01-2024 03:00,Nashik,598.6584842,8.617096698,2.085991578,64.38994968,40.94120718,1042.712378,18.50353727,0.119731697,0.156764956,Monday,Winter,0,19.9975,73.7898,584
01-01-2024 04:00,Aurangabad,156.0186404,12.62743165,22.70503809,28.83853191,81.0878581,1046.992653,-0.188283661,0.031203728,0.493300055,Monday,Winter,0,19.8762,75.3433,568
01-01-2024 05:00,Solapur,155.9945203,2.096585649,28.52461159,67.33242935,83.58259279,1007.126047,-5.373711979,0.031198904,0.002257896,Monday,Winter,0,17.6599,75.9064,457
01-01-2024 06:00,Amravati,58.08361217,11.92900968,32.78456878,42.75728108,33.21910331,964.3001123,5.39494739,0.011616722,0.415890746,Monday,Winter,0,20.9374,77.7796,343
01-01-2024 07:00,Thane,866.1761458,3.024409801,22.32992113,68.04290377,69.36180575,987.4548243,12.53848028,0.173235229,0.006777788,Monday,Winter,0,19.2183,72.9781,7
01-01-2024 08:00,Kolhapur,601.1150117,2.454839143,14.88699056,24.87488037,77.11228159,1029.773226,3.333314576,0.120223002,0.003624392,Monday,Winter,0,16.705,74.2433,550
01-01-2024 09:00,Navi Mumbai,708.0725778,2.463986969,19.71388961,32.2417006,65.46506869,986.7390729,-8.09021071,0.141614516,0.003665062,Monday,Winter,0,19.033,73.0297,14
01-01-2024 10:00,Mumbai,20.5844943,12.2186208,29.75619938,79.90160812,15.15950748,958.7017218,10.98113989,0.004116899,0.446922938,Monday,Winter,0,19.076,72.8777,14
01-01-2024 11:00,Pune,969.9098522,9.97795831,17.82438987,35.90256899,87.58830835,1005.678491,21.58411466,0.19398197,0.243383504,Monday,Winter,0,18.5204,73.8567,560
01-01-2024 12:00,Nagpur,832.4426408,7.845981372,-3.784517612,78.59287877,53.90945527,1034.512085,3.412537808,0.166488528,0.118333552,Monday,Winter,0,21.1458,79.0882,310
01-01-2024 13:00,Nashik,212.3391107,5.382457262,32.23794782,39.54932619,28.24724264,1029.592639,-2.428352783,0.042467822,0.038203914,Monday,Winter,0,19.9975,73.7898,584
01-01-2024 14:00,Aurangabad,181.8249672,13.15800811,22.58107004,65.0017337,42.52281854,967.512314,5.490207108,0.036364993,0.5581315,Monday,Winter,0,19.8762,75.3433,568
01-01-2024 15:00,Solapur,183.4045099,5.886676611,22.06053543,68.59054015,3.75710904,1017.276461,-8.307305113,0.036680902,0.049977741,Monday,Winter,0,17.6599,75.9064,457
01-01-2024 16:00,Amravati,304.242243,12.24899159,3.627006096,55.88583272,12.78668012,972.0504263,18.71706546,0.060848449,0.450263864,Monday,Winter,0,20.9374,77.7796,343
01-01-2024 17:00,Thane,524.7564316,6.587023629,21.35541881,41.37174737,76.55467505,971.8207535,18.92192838,0.104951286,0.070021877,Monday,Winter,0,19.2183,72.9781,7
01-01-2024 18:00,Kolhapur,431.9450186,5.654166441,10.75457623,34.88510635,0.001163476,1037.407177,10.58001622,0.086389004,0.04428655,Monday,Winter,0,16.705,74.2433,550
01-01-2024 19:00,Navi Mumbai,291.2291402,6.940196785,21.04931908,22.32325482,41.65658285,974.9668953,2.358601113,0.058245828,0.081899536,Monday,Winter,0,19.033,73.0297,14
01-01-2024 20:00,Mumbai,611.8528947,4.520668112,-0.736278788,41.27624809,52.25101811,976.3247347,17.99241776,0.122370579,0.022634659,Monday,Winter,0,19.076,72.8777,14
01-01-2024 21:00,Pune,139.4938607,11.2141407,21.31381218,65.72139534,5.463442,950.0653391,9.414045868,0.027898772,0.345512757,Monday,Winter,0,18.5204,73.8567,560
01-01-2024 22:00,Nagpur,292.1446485,7.540805851,34.97654903,85.68133729,97.3078163,1037.066903,18.9076308,0.05842893,0.105055638,Monday,Winter,0,21.1458,79.0882,310
01-01-2024 23:00,Nashik,366.3618433,3.483190427,-3.071518446,80.98431376,22.61253312,1029.259481,12.10105774,0.073272369,0.010353752,Monday,Winter,0,19.9975,73.7898,584
02-01-2024 00:00,Aurangabad,456.0699842,13.4936186,34.08696737,73.62453436,30.41987196,1012.732894,17.45419156,0.091213997,0.601937466,Tuesday,Winter,0,19.8762,75.3433,568
02-01-2024 01:00,Solapur,785.1759614,5.758368321,11.27631843,75.19131403,30.39425123,1025.026576,10.94970476,0.157035192,0.046780451,Tuesday,Winter,0,17.6599,75.9064,457
02-01-2024 02:00,Amravati,199.6737822,8.153292917,29.83013801,66.54894324,23.04166621,965.2048567,4.494937388,0.039934756,0.132789954,Tuesday,Winter,0,20.9374,77.7796,343
02-01-2024 03:00,Thane,514.2344384,13.59708166,26.29541936,38.22008003,0.147382209,995.8323595,23.5281051,0.102846888,0.61589007,Tuesday,Winter,0,19.2183,72.9781,7
02-01-2024 04:00,Kolhapur,592.4145689,9.363569939,17.68065044,83.50365215,72.93447941,985.1219387,8.938983871,0.118482914,0.201136302,Tuesday,Winter,0,16.705,74.2433,550
02-01-2024 05:00,Navi Mumbai,46.45041272,1.753470611,24.53796837,66.95126183,96.68454998,959.3776526,11.17813315,0.009290083,0.001320875,Tuesday,Winter,0,19.033,73.0297,14
02-01-2024 06:00,Mumbai,607.5448519,14.09748185,30.14062245,59.23084417,22.42934833,998.6130485,-2.28293262,0.12150897,0.686421246,Tuesday,Winter,0,19.076,72.8777,14
02-01-2024 07:00,Pune,170.5241237,9.415620796,11.16561287,27.76926284,66.30471918,1042.073965,11.89777763,0.034104825,0.204509253,Tuesday,Winter,0,18.5204,73.8567,560
02-01-2024 08:00,Nagpur,65.05159299,5.02358422,8.081326463,51.29388807,74.1896327,954.0059119,10.00626773,0.013010319,0.031060407,Tuesday,Winter,0,21.1458,79.0882,310
02-01-2024 09:00,Nashik,948.8855373,2.08908109,21.70373542,52.22507898,84.84253791,979.1460913,-3.530656072,0.189777107,0.002233737,Tuesday,Winter,0,19.9975,73.7898,584
02-01-2024 10:00,Aurangabad,965.6320331,11.91037784,27.31383768,80.51945267,42.2629197,970.7540936,-7.914451593,0.193126407,0.413945058,Tuesday,Winter,0,19.8762,75.3433,568
02-01-2024 11:00,Solapur,808.3973481,9.301091339,25.49140539,58.26537541,30.29309056,973.8146654,11.15257619,0.16167947,0.19713685,Tuesday,Winter,0,17.6599,75.9064,457
02-01-2024 12:00,Amravati,304.6137692,8.00191638,26.91254595,46.62803843,32.5295134,1040.843455,16.72922943,0.060922754,0.125530168,Tuesday,Winter,0,20.9374,77.7796,343
02-01-2024 13:00,Thane,97.67211401,13.40838875,12.42333259,88.376023,71.26213331,996.8069054,8.319047982,0.019534423,0.590603291,Tuesday,Winter,0,19.2183,72.9781,7
02-01-2024 14:00,Kolhapur,684.2330265,11.82895817,27.71336865,27.75044153,81.67794665,996.6299413,-2.062958114,0.136846605,0.405513738,Tuesday,Winter,0,16.705,74.2433,550
02-01-2024 15:00,Navi Mumbai,440.1524937,2.275123196,-0.191637785,49.57838998,18.16139678,1026.057564,13.32826918,0.088030499,0.002885233,Tuesday,Winter,0,19.033,73.0297,14
02-01-2024 16:00,Mumbai,122.0382348,4.675831017,16.77956392,22.94172726,37.09410082,965.4492204,-7.196299569,0.024407647,0.025046238,Tuesday,Winter,0,19.076,72.8777,14
